"geoid","msa","name","pop","pop_child","pop_inst","house","house_fam","house_fam_child","house_child","house_senior","house_size","house_fam_size","units","units_occ","units_vac","units_vac_rent","units_sale","units_sold","units_vac_vacation","units_vac_other","units_occ_own","units_occ_own_pop","units_occ_own_size","units_occ_rent","units_occ_rent_pop","units_occ_rent_size"
"310M100US41740",41740,"San Diego-Carlsbad-San Marcos, CA  Metro Area",3095313,881378,24210,1086865,720480,340207,381188,255815,2.75,3.31,1164786,1086865,77921,29236,11682,2368,20768,12111,591025,1646225,2.79,495840,1347122,2.72
"310M100US41780",41780,"Sandusky, OH  Metro Area",77079,20663,1281,31860,21011,8156,9285,9105,2.37,2.89,37845,31860,5985,1236,604,139,2866,1080,22279,54256,2.44,9581,21146,2.21
"310M100US41820",41820,"Sanford, NC  Micro Area",57866,17070,803,22058,15507,6894,7914,5619,2.58,3.07,24136,22058,2078,668,402,70,151,747,14674,38239,2.61,7384,18628,2.52
"310M100US41860",41860,"San Francisco-Oakland-Fremont, CA  Metro Area",4335391,1147201,33473,1627360,1006992,459242,510186,401404,2.61,3.24,1741999,1627360,114639,46587,16555,4172,15065,29578,884539,2442546,2.76,742821,1802928,2.43
"310M100US41900",41900,"San Germ�n-Cabo Rojo, PR  Metro Area",137462,44308,292,52400,37641,15432,18201,17768,2.61,3.11,69481,52400,17081,1226,1476,313,8459,5514,39766,103088,2.59,12634,33429,2.65
"310M100US41940",41940,"San Jose-Sunnyvale-Santa Clara, CA  Metro Area",1836911,539612,9471,621009,440260,217181,239869,145337,2.91,3.4,649790,621009,28781,11834,5289,1433,3154,6209,359225,1071294,2.98,261784,734978,2.81
"310M100US41980",41980,"San Juan-Caguas-Guaynabo, PR  Metro Area",2478905,840728,13746,918204,669765,287929,339782,267511,2.67,3.17,1073552,918204,155348,30275,19020,5133,27798,70425,655523,1771174,2.7,262681,683918,2.6
"310M100US42020",42020,"San Luis Obispo-Paso Robles, CA  Metro Area",269637,61911,8770,102016,63691,25038,27806,29079,2.48,2.97,117315,102016,15299,2393,1318,306,9269,1844,60920,149509,2.45,41096,103122,2.51
"310M100US42060",42060,"Santa Barbara-Santa Maria-Goleta, CA  Metro Area",423895,113869,5917,142104,91600,42278,47868,39398,2.86,3.39,152834,142104,10730,3178,1270,316,3354,2324,74827,207309,2.77,67277,198804,2.96
"310M100US42100",42100,"Santa Cruz-Watsonville, CA  Metro Area",262382,67329,1166,94355,57770,26342,29218,21833,2.66,3.22,104476,94355,10121,1446,864,242,5609,1773,54229,143584,2.65,40126,107829,2.69
"310M100US42140",42140,"Santa Fe, NM  Metro Area",144170,35598,1506,61963,36183,14853,16682,16418,2.28,2.94,71267,61963,9304,1925,1150,187,3847,2052,42878,100517,2.34,19085,41040,2.15
"310M100US42180",42180,"Santa Isabel, PR  Micro Area",23274,8542,0,8225,6189,3092,3645,2114,2.83,3.31,9575,8225,1350,127,98,78,325,697,6181,17546,2.84,2044,5704,2.79
"310M100US42220",42220,"Santa Rosa-Petaluma, CA  Metro Area",483878,129105,3882,185825,117114,52266,57416,49666,2.55,3.11,204572,185825,18747,4003,2142,536,8247,3411,112280,283597,2.53,73545,190238,2.59
"310M100US42300",42300,"Sault Ste. Marie, MI  Micro Area",38520,9130,4372,14329,9106,3774,4114,3949,2.34,2.88,21253,14329,6924,433,290,72,5531,575,10140,24508,2.42,4189,9082,2.17
"310M100US42340",42340,"Savannah, GA  Metro Area",347611,97798,5910,131868,87214,39195,44928,29595,2.53,3.08,151049,131868,19181,7728,3104,515,3283,4293,81490,210678,2.59,50378,123337,2.45
"310M100US42380",42380,"Sayre, PA  Micro Area",62622,16940,489,25321,17303,6731,7569,7865,2.45,2.92,29979,25321,4658,536,171,91,3022,791,18801,47516,2.53,6520,14527,2.23
"310M100US42420",42420,"Scottsbluff, NE  Micro Area",37660,10348,496,15221,9953,4208,4702,4406,2.42,2.98,16777,15221,1556,509,183,55,215,552,10181,25327,2.49,5040,11486,2.28
"310M100US42460",42460,"Scottsboro, AL  Micro Area",53227,14387,471,21513,15209,5746,6723,6389,2.45,2.93,24786,21513,3273,614,315,107,691,1501,16276,40406,2.48,5237,12224,2.33
"310M100US42500",42500,"Scottsburg, IN  Micro Area",24181,6772,298,9397,6648,2711,3203,2333,2.54,2.97,10440,9397,1043,284,176,56,69,446,6717,17329,2.58,2680,6540,2.44
"310M100US42540",42540,"Scranton--Wilkes-Barre, PA  Metro Area",563631,152388,11200,230395,145422,57519,63460,71916,2.36,2.95,258834,230395,28439,6509,3352,1075,6816,10277,155707,385566,2.48,74688,157609,2.11
"310M100US42580",42580,"Seaford, DE  Micro Area",197145,47354,2685,79368,53698,18081,21399,28597,2.45,2.89,123036,79368,43668,3083,2431,315,34770,2804,62353,147990,2.37,17015,46218,2.72
"310M100US42620",42620,"Searcy, AR  Micro Area",77076,20903,422,29342,20712,8864,10015,7727,2.52,2.98,32488,29342,3146,773,357,168,455,1323,20071,51907,2.59,9271,21917,2.36
"310M100US42660",42660,"Seattle-Tacoma-Bellevue, WA  Metro Area",3439809,932223,25133,1357475,845966,395660,430590,271582,2.49,3.08,1463295,1357475,105820,40941,22285,3862,15645,20403,835557,2195015,2.63,521918,1179321,2.26
"310M100US42680",42680,"Sebastian-Vero Beach, FL  Metro Area",138028,30826,1346,60176,38682,12616,14219,26226,2.26,2.77,76346,60176,16170,3188,2294,350,7330,2900,45026,100046,2.22,15150,36188,2.39
"310M100US42700",42700,"Sebring, FL  Micro Area",98786,20867,1127,42604,28027,7962,9368,21354,2.28,2.74,55386,42604,12782,2051,1588,220,6921,1862,32830,72199,2.2,9774,24854,2.54
"310M100US42740",42740,"Sedalia, MO  Micro Area",42201,12020,607,16428,10958,4856,5465,4306,2.52,3.04,18249,16428,1821,527,309,134,84,742,11339,29028,2.56,5089,12322,2.42
"310M100US42780",42780,"Selinsgrove, PA  Micro Area",39702,10970,590,14750,10363,4153,4534,4337,2.53,3.01,16027,14750,1277,198,145,48,477,385,10947,28821,2.63,3803,8564,2.25
"310M100US42820",42820,"Selma, AL  Micro Area",43820,13698,282,17064,11440,4810,6042,4737,2.52,3.14,20208,17064,3144,875,220,73,408,1474,10653,26622,2.5,6411,16412,2.56
"310M100US42860",42860,"Seneca, SC  Micro Area",74273,18573,582,30676,21118,7499,8653,9814,2.4,2.86,38763,30676,8087,1271,748,173,3927,1914,23042,55085,2.39,7634,18393,2.41
"310M100US42900",42900,"Seneca Falls, NY  Micro Area",35251,9054,2462,13393,8762,3488,3845,3829,2.42,2.93,16043,13393,2650,336,163,70,1589,476,9825,24588,2.5,3568,7854,2.2
"310M100US42940",42940,"Sevierville, TN  Micro Area",89889,22992,808,35343,25002,9498,11150,9984,2.52,2.93,55918,35343,20575,1932,1015,229,15624,1721,24283,61095,2.52,11060,27812,2.51
"310M100US42980",42980,"Seymour, IN  Micro Area",42376,11902,551,16501,11629,4906,5558,4169,2.53,2.98,18202,16501,1701,571,329,73,202,509,12075,30852,2.56,4426,10929,2.47
"310M100US43060",43060,"Shawnee, OK  Micro Area",69442,19284,1802,25911,18227,7728,8942,6990,2.56,3.04,29139,25911,3228,992,445,266,258,1215,18415,47438,2.58,7496,18951,2.53
"310M100US43100",43100,"Sheboygan, WI  Metro Area",115507,32690,2272,46390,30892,13223,14068,11772,2.42,2.97,50766,46390,4376,1483,743,110,1099,886,33280,84901,2.55,13110,27583,2.1
"310M100US43140",43140,"Shelby, NC  Micro Area",98078,27033,438,38555,26979,10698,12667,10746,2.49,2.97,43373,38555,4818,1861,642,194,300,1774,26500,65966,2.49,12055,30062,2.49
"310M100US43180",43180,"Shelbyville, TN  Micro Area",45058,13350,351,16530,11901,5391,6190,4222,2.69,3.14,18360,16530,1830,510,266,77,328,633,11534,30082,2.61,4996,14431,2.89
"310M100US43220",43220,"Shelton, WA  Micro Area",60699,14110,2208,23832,16057,5547,6423,7743,2.45,2.87,32518,23832,8686,315,553,97,6844,842,18474,44254,2.4,5358,14113,2.63
"310M100US43260",43260,"Sheridan, WY  Micro Area",29116,7130,422,12360,7701,3106,3393,3257,2.27,2.84,13939,12360,1579,329,152,39,674,367,8501,20166,2.37,3859,7941,2.06
"310M100US43300",43300,"Sherman-Denison, TX  Metro Area",120877,33305,1106,46905,32534,13412,15550,13367,2.53,3.02,53727,46905,6822,1724,889,150,1789,2210,32545,83629,2.57,14360,35034,2.44
"310M100US43320",43320,"Show Low, AZ  Micro Area",107449,34410,1928,35658,25923,11057,13967,10333,2.95,3.5,56938,35658,21280,1472,1149,161,14673,3716,25652,74656,2.91,10006,30566,3.05
"310M100US43340",43340,"Shreveport-Bossier City, LA  Metro Area",398604,115224,5577,157916,103956,45122,53618,38477,2.47,3.04,173669,157916,15753,4769,1483,432,1716,7126,101375,253569,2.5,56541,136612,2.42
"310M100US43380",43380,"Sidney, OH  Micro Area",49423,15574,408,18467,13409,6026,6654,4451,2.64,3.09,20173,18467,1706,483,302,94,226,578,13357,35747,2.68,5110,13087,2.56
"310M100US43420",43420,"Sierra Vista-Douglas, AZ  Micro Area",131346,33926,3187,50865,33653,13299,15475,16411,2.46,3.02,59041,50865,8176,1917,1142,191,1811,3018,34711,85741,2.47,16154,39334,2.43
"310M100US43460",43460,"Sikeston, MO  Micro Area",39191,11341,449,15538,10724,4688,5344,4224,2.49,2.99,16987,15538,1449,432,248,116,104,530,10639,26787,2.52,4899,11845,2.42
"310M100US43500",43500,"Silver City, NM  Micro Area",29514,7310,323,12586,7941,2880,3381,4463,2.3,2.86,14693,12586,2107,351,192,52,599,892,9019,20690,2.29,3567,8234,2.31
"310M100US43540",43540,"Silverthorne, CO  Micro Area",27994,5315,49,11754,6553,2717,2859,1541,2.36,2.8,29842,11754,18088,1471,410,146,15222,645,7572,17457,2.31,4182,10264,2.45
"310M100US43580",43580,"Sioux City, IA-NE-SD  Metro Area",143577,43707,1175,54396,36516,17371,19028,13429,2.58,3.14,58083,54396,3687,1479,488,169,344,1146,36858,99378,2.7,17538,41144,2.35
"310M100US43620",43620,"Sioux Falls, SD  Metro Area",228261,66106,4078,89297,58237,28663,30401,17606,2.48,3.04,95862,89297,6565,3482,1019,260,433,1266,61016,161986,2.65,28281,59235,2.09
"310M100US43660",43660,"Snyder, TX  Micro Area",16921,4611,1397,5838,4137,1813,2084,1672,2.6,3.12,6963,5838,1125,186,79,55,189,602,4311,11402,2.64,1527,3795,2.49
"310M100US43700",43700,"Somerset, KY  Micro Area",63063,16530,721,25722,17705,7049,8084,7345,2.41,2.89,31443,25722,5721,927,492,162,2704,1406,18560,45039,2.43,7162,17062,2.38
"310M100US43740",43740,"Somerset, PA  Micro Area",77742,19780,4335,31090,21025,7590,8301,10090,2.35,2.87,38113,31090,7023,558,338,138,4559,1380,23885,58450,2.45,7205,14759,2.05
"310M100US43780",43780,"South Bend-Mishawaka, IN-MI  Metro Area",319224,91764,2695,123673,80908,35398,39447,31477,2.49,3.05,140736,123673,17063,4751,2601,493,4025,5032,87962,225074,2.56,35711,82404,2.31
"310M100US43860",43860,"Southern Pines-Pinehurst, NC  Micro Area",88247,22417,693,37540,25439,9221,10315,13792,2.33,2.83,43940,37540,6400,1247,839,198,1886,2158,28046,66043,2.35,9494,21356,2.25
"310M100US43900",43900,"Spartanburg, SC  Metro Area",284307,81964,4153,109246,75404,32571,37496,27865,2.53,3.05,122628,109246,13382,4793,2255,432,872,4867,76260,195696,2.57,32986,80625,2.44
"310M100US43940",43940,"Spearfish, SD  Micro Area",24097,5434,152,10536,6181,2374,2531,2898,2.19,2.77,12756,10536,2220,358,171,27,1382,238,6772,15985,2.36,3764,7041,1.87
"310M100US43980",43980,"Spencer, IA  Micro Area",16667,4345,208,7282,4596,1919,2023,2124,2.26,2.82,8062,7282,780,251,87,24,86,322,5144,12140,2.36,2138,4293,2.01
"310M100US44020",44020,"Spirit Lake, IA  Micro Area",16667,3747,179,7554,4857,1659,1744,2483,2.18,2.69,12849,7554,5295,358,301,34,4363,216,5883,13284,2.26,1671,3172,1.9
"310M100US44060",44060,"Spokane, WA  Metro Area",471221,127815,5666,187167,118212,52903,57861,44094,2.44,2.99,201434,187167,14267,6047,2562,462,1684,3245,120763,309145,2.56,66404,147384,2.22
"310M100US44100",44100,"Springfield, IL  Metro Area",210170,58053,1985,88126,55059,24410,26878,21071,2.34,2.93,95555,88126,7429,2660,1208,335,564,2529,62440,150840,2.42,25686,55210,2.15
"310M100US44140",44140,"Springfield, MA  Metro Area",692942,191752,7778,269091,168758,74234,82237,70518,2.44,3.02,288536,269091,19445,5859,2608,618,4409,5595,171707,437491,2.55,97384,218347,2.24
"310M100US44180",44180,"Springfield, MO  Metro Area",436712,115660,5643,174584,113544,49012,53996,42575,2.42,2.95,192346,174584,17762,7500,3089,757,1274,4870,114621,286983,2.5,59963,135316,2.26
"310M100US44220",44220,"Springfield, OH  Metro Area",138333,38168,1426,55244,36906,14890,17168,15978,2.45,2.96,61419,55244,6175,2051,1091,214,206,2537,37969,93397,2.46,17275,42138,2.44
"310M100US44260",44260,"Starkville, MS  Micro Area",47671,10375,349,18820,9841,4183,4814,3191,2.3,2.96,20947,18820,2127,946,203,110,340,502,9244,22793,2.47,9576,20511,2.14
"310M100US44300",44300,"State College, PA  Metro Area",153990,30300,3055,57573,31256,12608,13421,12085,2.38,2.91,63297,57573,5724,571,545,166,3374,963,33716,85136,2.53,23857,51865,2.17
"310M100US44340",44340,"Statesboro, GA  Micro Area",70217,16245,778,25575,14789,6699,7771,4693,2.56,3.08,28794,25575,3219,1562,359,115,338,801,13522,35331,2.61,12053,30068,2.49
"310M100US44380",44380,"Statesville-Mooresville, NC  Micro Area",159437,47383,960,61215,43945,19850,22117,14656,2.58,3.04,69013,61215,7798,2490,1367,259,1583,2004,44735,116834,2.61,16480,41311,2.51
"310M100US44420",44420,"Staunton-Waynesboro, VA  Micro Area",118502,30160,3233,47899,32370,12575,14256,14273,2.39,2.88,52649,47899,4750,1348,882,239,897,1309,34598,84784,2.45,13301,29633,2.23
"310M100US44500",44500,"Stephenville, TX  Micro Area",37890,9544,391,14569,9003,3970,4385,3329,2.47,3.06,16987,14569,2418,646,239,65,490,944,8868,22957,2.59,5701,13045,2.29
"310M100US44540",44540,"Sterling, CO  Micro Area",22709,5021,3459,8047,5095,2145,2352,2241,2.34,2.91,8981,8047,934,300,134,22,92,378,5460,13072,2.39,2587,5733,2.22
"310M100US44580",44580,"Sterling, IL  Micro Area",58498,16133,804,23740,16005,6437,7208,7113,2.42,2.92,25770,23740,2030,616,338,90,257,696,17692,43874,2.48,6048,13612,2.25
"310M100US44600",44600,"Steubenville-Weirton, OH-WV  Metro Area",124454,31780,1018,52426,34081,12164,13801,16837,2.31,2.84,58334,52426,5908,1562,786,365,380,2741,38300,91037,2.38,14126,30107,2.13
"310M100US44620",44620,"Stevens Point, WI  Micro Area",70019,17487,327,27814,17270,7272,7705,6291,2.39,2.92,30054,27814,2240,539,263,65,893,414,19251,48770,2.53,8563,17740,2.07
"310M100US44660",44660,"Stillwater, OK  Micro Area",77350,16340,1171,30177,16526,7228,7872,5760,2.31,2.92,33991,30177,3814,1663,445,159,414,1067,15969,39407,2.47,14208,30179,2.12
"310M100US44700",44700,"Stockton, CA  Metro Area",685306,232657,8828,215007,161057,83711,95866,52024,3.12,3.59,233755,215007,18748,7765,3632,657,852,5443,127270,388319,3.05,87737,282633,3.22
"310M100US44740",44740,"Storm Lake, IA  Micro Area",20260,5591,268,7522,5027,2193,2389,2054,2.56,3.14,8237,7522,715,201,82,68,59,283,5276,13816,2.62,2246,5430,2.42
"310M100US44780",44780,"Sturgis, MI  Micro Area",61295,18376,511,23244,16275,6970,7871,6395,2.6,3.08,27778,23244,4534,640,517,148,2069,1124,17523,46617,2.66,5721,13913,2.43
"310M100US44860",44860,"Sulphur Springs, TX  Micro Area",35161,10170,392,13308,9566,3945,4608,3808,2.61,3.1,15029,13308,1721,402,144,78,327,753,9434,24821,2.63,3874,9909,2.56
"310M100US44900",44900,"Summerville, GA  Micro Area",26015,6633,1900,9548,6665,2646,3209,2790,2.52,3.02,10977,9548,1429,300,160,46,185,729,6734,16922,2.51,2814,7152,2.54
"310M100US44940",44940,"Sumter, SC  Metro Area",107456,32519,1325,40398,28311,12452,14743,10359,2.59,3.11,46011,40398,5613,1556,671,176,352,2725,27014,69774,2.58,13384,34908,2.61
"310M100US44980",44980,"Sunbury, PA  Micro Area",94528,24282,3236,39242,25373,9653,10631,12500,2.32,2.86,45125,39242,5883,1185,522,221,701,3185,28413,68506,2.41,10829,22576,2.08
"310M100US45000",45000,"Susanville, CA  Micro Area",34895,7127,9604,10058,6800,2946,3254,2509,2.5,2.98,12710,10058,2652,357,247,23,1326,686,6590,16398,2.49,3468,8718,2.51
"310M100US45020",45020,"Sweetwater, TX  Micro Area",15216,4311,177,5999,4021,1721,1976,1793,2.47,3.03,7152,5999,1153,257,89,44,211,542,4104,10053,2.45,1895,4753,2.51
"310M100US45060",45060,"Syracuse, NY  Metro Area",662577,185204,5974,261840,164709,74255,81341,65716,2.43,3,287712,261840,25872,6077,2629,860,8420,7483,175351,447916,2.55,86489,187505,2.17
"310M100US45140",45140,"Tahlequah, OK  Micro Area",46987,12614,395,17836,11957,5022,5838,4542,2.52,3.05,21455,17836,3619,777,299,123,1644,748,11780,30465,2.59,6056,14514,2.4
"310M100US45180",45180,"Talladega-Sylacauga, AL  Micro Area",82291,22413,2791,31890,22191,8861,10764,8519,2.48,2.98,37088,31890,5198,1285,684,209,1167,1779,23161,58266,2.52,8729,20882,2.39
"310M100US45220",45220,"Tallahassee, FL  Metro Area",367413,88495,9651,144033,84192,36164,41222,28421,2.4,2.97,163078,144033,19045,7768,2384,490,2813,5314,85665,210888,2.46,58368,134603,2.31
"310M100US45260",45260,"Tallulah, LA  Micro Area",12093,3378,1544,4025,2778,1208,1534,1047,2.61,3.16,4804,4025,779,177,22,10,232,332,2471,6180,2.5,1554,4322,2.78
"310M100US45300",45300,"Tampa-St. Petersburg-Clearwater, FL  Metro Area",2783243,711354,25014,1151263,715524,288247,326346,346573,2.37,2.95,1353158,1151263,201895,57156,27985,4411,65963,44256,773290,1851997,2.39,377973,882001,2.33
"310M100US45340",45340,"Taos, NM  Micro Area",32937,8104,183,14806,8437,3344,3877,4227,2.19,2.85,20265,14806,5459,612,247,48,3164,1371,10630,23901,2.25,4176,8566,2.05
"310M100US45380",45380,"Taylorville, IL  Micro Area",34800,9146,1559,14055,9211,3795,4235,4325,2.36,2.9,15563,14055,1508,340,225,81,150,691,10550,25806,2.45,3505,7384,2.11
"310M100US45460",45460,"Terre Haute, IN  Metro Area",172425,44331,7157,66250,43016,18029,20476,17387,2.42,2.95,74136,66250,7886,2418,1115,385,691,3180,45390,113147,2.49,20860,46885,2.25
"310M100US45500",45500,"Texarkana, TX-Texarkana, AR  Metro Area",136027,37474,7279,51888,35300,15202,17772,13782,2.47,3.01,57774,51888,5886,1836,561,129,530,2728,33673,84158,2.5,18215,44183,2.43
"310M100US45520",45520,"The Dalles, OR  Micro Area",25213,6541,421,10031,6540,2604,2937,3094,2.44,2.98,11487,10031,1456,253,124,24,724,304,6434,15979,2.48,3597,8493,2.36
"310M100US45540",45540,"The Villages, FL  Micro Area",93420,10481,8870,41361,29117,3667,4447,26326,2.04,2.37,53026,41361,11665,1559,1357,382,6871,1360,37085,73918,1.99,4276,10550,2.47
"310M100US45580",45580,"Thomaston, GA  Micro Area",27153,7709,458,10716,7382,2921,3513,3120,2.49,3,12161,10716,1445,381,186,41,186,646,7156,17609,2.46,3560,9070,2.55
"310M100US45620",45620,"Thomasville, GA  Micro Area",44720,12888,657,17573,11999,5026,5942,4918,2.5,3.03,20177,17573,2604,727,378,61,342,1071,11325,28289,2.5,6248,15583,2.49
"310M100US45640",45640,"Thomasville-Lexington, NC  Micro Area",162878,45872,1379,64515,45972,19344,21841,16895,2.5,2.94,72655,64515,8140,2691,1121,281,1440,2540,46832,117082,2.5,17683,44105,2.49
"310M100US45660",45660,"Tiffin, OH  Micro Area",56745,15865,870,21774,14870,6141,6837,5823,2.49,2.97,24122,21774,2348,810,429,89,121,817,16054,40176,2.5,5720,14035,2.45
"310M100US45700",45700,"Tifton, GA  Micro Area",40118,11898,445,14836,10327,4646,5380,3730,2.6,3.12,16434,14836,1598,631,187,33,101,637,9083,23766,2.62,5753,14784,2.57
"310M100US45740",45740,"Toccoa, GA  Micro Area",26175,6970,11,10289,7236,2773,3239,3215,2.49,2.96,12662,10289,2373,465,268,26,661,938,7182,17847,2.48,3107,7780,2.5
"310M100US45780",45780,"Toledo, OH  Metro Area",651429,185622,6913,263001,165765,72677,80754,63039,2.41,3,301322,263001,38321,11485,4557,951,9777,11056,173526,436174,2.51,89475,197430,2.21
"310M100US45820",45820,"Topeka, KS  Metro Area",233870,65605,3553,94483,61383,26762,29701,24327,2.42,2.99,103809,94483,9326,3476,1266,413,952,3075,65404,164888,2.52,29079,63933,2.2
"310M100US45860",45860,"Torrington, CT  Micro Area",189927,52814,1566,76640,51530,21251,22881,21612,2.44,2.97,87550,76640,10910,1634,1208,280,5795,1887,58455,150323,2.57,18185,36800,2.02
"310M100US45900",45900,"Traverse City, MI  Micro Area",143372,36807,2164,58843,39043,15057,16377,16963,2.38,2.87,80904,58843,22061,1682,1557,175,16637,1923,46305,112416,2.43,12538,27640,2.2
"310M100US45940",45940,"Trenton-Ewing, NJ  Metro Area",366513,104685,6065,133155,89448,41842,45992,33899,2.61,3.16,143169,133155,10014,4251,1414,337,558,3190,87700,237527,2.71,45455,110181,2.42
"310M100US45980",45980,"Troy, AL  Micro Area",32899,7943,181,13210,7759,3152,3658,3083,2.34,2.94,15267,13210,2057,662,173,106,309,773,7905,18855,2.39,5305,12081,2.28
"310M100US46020",46020,"Truckee-Grass Valley, CA  Micro Area",98764,23303,673,41527,27254,9787,10805,13583,2.35,2.8,52590,41527,11063,775,791,147,8333,916,29890,70046,2.34,11637,27543,2.37
"310M100US46060",46060,"Tucson, AZ  Metro Area",980263,262621,12178,388660,243167,101800,115915,107982,2.46,3.06,440909,388660,52249,17708,7531,1477,14862,9892,248970,626948,2.52,139690,329176,2.36
"310M100US46100",46100,"Tullahoma, TN  Micro Area",100210,26935,924,39429,27789,10889,12587,11844,2.48,2.94,45046,39429,5617,1317,730,226,1635,1666,28970,72010,2.49,10459,25763,2.46
"310M100US46140",46140,"Tulsa, OK  Metro Area",937478,273400,9825,367091,246290,111191,124705,86631,2.51,3.06,409820,367091,42729,15098,5831,1892,3027,16208,245181,634048,2.59,121910,287944,2.36
"310M100US46180",46180,"Tupelo, MS  Micro Area",136268,41278,1428,52139,36899,16709,19138,13138,2.57,3.07,58438,52139,6299,2171,854,291,533,2372,36632,95409,2.6,15507,38624,2.49
"310M100US46220",46220,"Tuscaloosa, AL  Metro Area",219461,57206,1967,86178,52921,22804,26306,18290,2.42,3.02,97534,86178,11356,3875,1169,378,2373,3401,53237,134755,2.53,32941,73904,2.24
"310M100US46260",46260,"Tuskegee, AL  Micro Area",21452,5636,230,8499,5051,1874,2436,2380,2.32,3.01,10259,8499,1760,437,124,77,173,894,5393,12712,2.36,3106,6968,2.24
"310M100US46300",46300,"Twin Falls, ID  Micro Area",99604,31188,830,36300,25610,12135,13386,9431,2.71,3.21,39173,36300,2873,966,631,105,324,788,24125,65089,2.7,12175,33337,2.74
"310M100US46340",46340,"Tyler, TX  Metro Area",209714,61353,2013,79055,54803,23953,27515,21086,2.6,3.13,87309,79055,8254,3129,1135,270,1324,2264,52569,141259,2.69,26486,64328,2.43
"310M100US46380",46380,"Ukiah, CA  Micro Area",87841,22427,870,34945,21591,8967,10262,10085,2.46,3.02,40323,34945,5378,810,462,150,2853,1037,20601,49732,2.41,14344,36065,2.51
"310M100US46420",46420,"Union, SC  Micro Area",28961,7785,441,11974,8095,3029,3770,3523,2.38,2.9,14153,11974,2179,389,174,31,253,1320,8601,20703,2.41,3373,7755,2.3
"310M100US46460",46460,"Union City, TN-KY  Micro Area",38620,10099,844,15941,10721,4203,4877,4750,2.37,2.88,18031,15941,2090,614,257,111,240,825,10701,25575,2.39,5240,12139,2.32
"310M100US46500",46500,"Urbana, OH  Micro Area",40097,11651,427,15329,10925,4610,5167,4066,2.56,3.02,16755,15329,1426,392,266,72,91,582,11434,29773,2.6,3895,9531,2.45
"310M100US46540",46540,"Utica-Rome, NY  Metro Area",299397,82468,8977,119352,75260,31963,35134,34755,2.38,2.98,137561,119352,18209,3349,1393,510,8120,4630,80767,202206,2.5,38585,82360,2.13
"310M100US46580",46580,"Utuado, PR  Micro Area",33149,11554,16,11885,9045,3807,4476,3780,2.78,3.23,14192,11885,2307,642,177,33,672,727,8135,22515,2.77,3750,10506,2.8
"310M100US46620",46620,"Uvalde, TX  Micro Area",26405,8579,300,9025,6742,3076,3664,2707,2.86,3.33,10811,9025,1786,281,118,36,652,688,6333,18114,2.86,2692,7727,2.87
"310M100US46660",46660,"Valdosta, GA  Metro Area",139588,39484,3101,51141,34225,15736,18245,11079,2.6,3.11,57434,51141,6293,2264,835,260,706,2112,30419,79614,2.62,20722,53304,2.57
"310M100US46700",46700,"Vallejo-Fairfield, CA  Metro Area",413344,126322,9926,141758,101989,47269,53979,34259,2.83,3.3,152698,141758,10940,4342,2296,381,589,3142,89648,253319,2.83,52110,147573,2.83
"310M100US46740",46740,"Valley, AL  Micro Area",34215,9448,344,13933,9391,3422,4295,4201,2.42,2.97,17004,13933,3071,1336,283,79,288,1068,9843,23979,2.44,4090,9778,2.39
"310M100US46780",46780,"Van Wert, OH  Micro Area",28744,8358,375,11439,7921,3253,3592,3246,2.48,2.98,12615,11439,1176,276,247,72,79,483,8986,22513,2.51,2453,5835,2.38
"310M100US46820",46820,"Vermillion, SD  Micro Area",13864,2685,162,5110,2628,1202,1262,934,2.28,2.91,5639,5110,529,153,46,15,181,125,2709,6723,2.48,2401,4904,2.04
"310M100US46860",46860,"Vernal, UT  Micro Area",32588,11696,179,10563,8184,4261,4810,2119,3.07,3.5,11972,10563,1409,341,303,47,313,379,7885,24520,3.11,2678,7876,2.94
"310M100US46900",46900,"Vernon, TX  Micro Area",13535,3689,173,5289,3498,1507,1732,1544,2.44,3.02,6318,5289,1029,315,100,26,66,517,3345,8356,2.5,1944,4564,2.35
"310M100US46980",46980,"Vicksburg, MS  Micro Area",48773,14610,447,18941,12963,5541,6680,4582,2.55,3.08,21896,18941,2955,697,314,48,560,1311,12932,33298,2.57,6009,14951,2.49
"310M100US47020",47020,"Victoria, TX  Metro Area",115384,34461,1443,42821,30354,13017,15293,11466,2.65,3.15,50537,42821,7716,1667,537,143,3082,2210,28964,77629,2.68,13857,35905,2.59
"310M100US47080",47080,"Vidalia, GA  Micro Area",36346,10911,697,13662,9459,4265,5017,3646,2.58,3.12,16065,13662,2403,790,165,283,461,653,8872,22826,2.57,4790,12401,2.59
"310M100US47180",47180,"Vincennes, IN  Micro Area",38440,9556,785,15249,9725,3973,4439,4323,2.35,2.9,17038,15249,1789,513,230,93,179,736,10175,24761,2.43,5074,11034,2.17
"310M100US47220",47220,"Vineland-Millville-Bridgeton, NJ  Metro Area",156898,45484,11186,51931,36561,16285,19198,14457,2.79,3.26,55834,51931,3903,1086,667,144,627,1322,34622,94802,2.74,17309,49985,2.89
"310M100US47260",47260,"Virginia Beach-Norfolk-Newport News, VA-NC  Metro Area",1671683,472394,17013,628572,427810,192754,219502,141617,2.55,3.05,686297,628572,57725,19021,10069,1403,14805,11320,396884,1036339,2.61,231688,566216,2.44
"310M100US47300",47300,"Visalia-Porterville, CA  Metro Area",442179,163589,3523,130352,102856,56395,64591,30185,3.36,3.74,141696,130352,11344,3302,1873,365,2949,2666,76586,248290,3.24,53766,189117,3.52
