"geoid","msa","name","pop","pop_child","pop_inst","house","house_fam","house_fam_child","house_child","house_senior","house_size","house_fam_size","units","units_occ","units_vac","units_vac_rent","units_sale","units_sold","units_vac_vacation","units_vac_other","units_occ_own","units_occ_own_pop","units_occ_own_size","units_occ_rent","units_occ_rent_pop","units_occ_rent_size"
"310M100US30500",30500,"Lexington Park, MD  Micro Area",105151,32691,923,37604,27084,13136,14464,7571,2.72,3.18,41282,37604,3678,960,514,127,1231,792,26966,75310,2.79,10638,26915,2.53
"310M100US30580",30580,"Liberal, KS  Micro Area",22952,7947,237,7460,5498,3115,3454,1396,3.01,3.51,8061,7460,601,274,50,21,23,220,4807,15290,3.18,2653,7186,2.71
"310M100US30620",30620,"Lima, OH  Metro Area",106331,29939,4143,40619,26982,11483,12888,10991,2.47,3.01,44999,40619,4380,1426,650,178,229,1821,28099,70824,2.52,12520,29573,2.36
"310M100US30660",30660,"Lincoln, IL  Micro Area",30305,6958,3451,11070,7274,2956,3287,3256,2.34,2.85,12107,11070,1037,160,233,52,68,515,7996,19247,2.41,3074,6697,2.18
"310M100US30700",30700,"Lincoln, NE  Metro Area",302157,79586,4562,119639,72577,33995,36189,23880,2.4,3.01,127750,119639,8111,3819,1377,417,464,1823,73977,190672,2.58,45662,96373,2.11
"310M100US30740",30740,"Lincolnton, NC  Micro Area",78265,22034,510,30343,22221,9281,10483,7477,2.56,2.97,33641,30343,3298,893,516,165,530,1149,23072,59269,2.57,7271,18317,2.52
"310M100US30780",30780,"Little Rock-North Little Rock-Conway, AR  Metro Area",699757,196439,7995,279225,185039,83111,93515,61074,2.45,3,306882,279225,27657,11005,3872,899,2300,9102,181770,460231,2.53,97455,225241,2.31
"310M100US30820",30820,"Lock Haven, PA  Micro Area",39238,9781,596,15151,9866,3849,4243,4531,2.42,2.9,19080,15151,3929,342,183,56,2861,435,10745,26837,2.5,4406,9778,2.22
"310M100US30860",30860,"Logan, UT-ID  Metro Area",125442,45500,655,38801,29723,16042,17057,7030,3.14,3.55,41552,38801,2751,665,450,107,877,590,25914,85769,3.31,12887,35977,2.79
"310M100US30900",30900,"Logansport, IN  Micro Area",38966,11341,662,14858,10144,4432,4950,4169,2.55,3.08,16474,14858,1616,406,313,78,100,696,11000,28082,2.55,3858,9818,2.54
"310M100US30940",30940,"London, KY  Micro Area",58849,16653,624,23014,16442,6942,8015,5615,2.53,2.98,25446,23014,2432,607,296,123,403,964,16321,42078,2.58,6693,16072,2.4
"310M100US30980",30980,"Longview, TX  Metro Area",214369,60128,7680,79199,55389,23844,27830,21331,2.58,3.1,87318,79199,8119,2056,871,296,1540,3223,53984,141751,2.63,25215,62478,2.48
"310M100US31020",31020,"Longview, WA  Metro Area",102410,28479,892,40244,27241,11337,12809,11325,2.51,2.99,43450,40244,3206,995,581,92,621,858,26477,67561,2.55,13767,33642,2.44
"310M100US31060",31060,"Los Alamos, NM  Micro Area",17950,4925,68,7663,5199,2324,2402,1861,2.33,2.86,8354,7663,691,198,74,14,257,140,5828,14081,2.42,1835,3775,2.06
"310M100US31100",31100,"Los Angeles-Long Beach-Santa Ana, CA  Metro Area",12828837,3950919,83213,4233985,2902571,1388564,1595408,1042806,2.98,3.56,4493983,4233985,259998,130214,35242,8822,29905,49494,2133062,6634769,3.11,2100923,5983151,2.85
"310M100US31140",31140,"Louisville/Jefferson County, KY-IN  Metro Area",1283566,365164,18218,514214,337088,148028,166972,119180,2.45,3,559837,514214,45623,16889,8891,1800,3656,13653,350540,884947,2.52,163674,373354,2.28
"310M100US31180",31180,"Lubbock, TX  Metro Area",284890,76513,3494,108018,67740,30784,35451,22699,2.53,3.12,117966,108018,9948,4837,1215,282,763,2667,63148,166252,2.63,44870,107539,2.4
"310M100US31260",31260,"Lufkin, TX  Micro Area",86771,26299,2492,31090,22429,10188,11892,8324,2.7,3.19,35589,31090,4499,1160,324,116,1265,1600,21342,58267,2.73,9748,25551,2.62
"310M100US31300",31300,"Lumberton, NC  Micro Area",134168,41418,2174,47997,33921,15305,18854,11409,2.71,3.19,52751,47997,4754,1760,413,322,307,1815,31336,85206,2.72,16661,44857,2.69
"310M100US31340",31340,"Lynchburg, VA  Metro Area",252634,64818,3046,99602,66824,26384,29825,28221,2.41,2.91,112515,99602,12913,3026,1729,393,2854,4715,70942,174598,2.46,28660,65121,2.27
"310M100US31380",31380,"Macomb, IL  Micro Area",32612,6103,303,13057,6724,2651,2876,3265,2.19,2.8,14419,13057,1362,459,161,54,103,557,7632,17706,2.32,5425,10870,2
"310M100US31420",31420,"Macon, GA  Metro Area",232293,68109,5174,88999,59867,25731,30301,22280,2.52,3.08,101587,88999,12588,4534,1630,230,600,5367,56346,144372,2.56,32653,80119,2.45
"310M100US31460",31460,"Madera-Chowchilla, CA  Metro Area",150865,48262,8135,43317,34093,16220,19017,12136,3.28,3.63,49140,43317,5823,1058,899,166,2348,1282,27726,84462,3.05,15591,57779,3.71
"310M100US31500",31500,"Madison, IN  Micro Area",32428,8355,1072,12635,8456,3538,3965,3384,2.42,2.9,14311,12635,1676,415,259,44,381,560,9194,22880,2.49,3441,7643,2.22
"310M100US31540",31540,"Madison, WI  Metro Area",568593,144440,5554,236032,138690,64364,67917,43995,2.35,2.95,252878,236032,16846,6534,3009,467,4232,2194,145739,368550,2.53,90293,185528,2.05
"310M100US31580",31580,"Madisonville, KY  Micro Area",46920,12577,1073,18980,13108,5332,6106,5091,2.41,2.9,21180,18980,2200,531,298,105,164,1056,13444,32842,2.44,5536,12992,2.35
"310M100US31620",31620,"Magnolia, AR  Micro Area",24552,6411,383,9759,6305,2582,3041,2815,2.38,2.96,11596,9759,1837,570,128,38,202,872,6510,15824,2.43,3249,7413,2.28
"310M100US31660",31660,"Malone, NY  Micro Area",51599,12654,4995,19054,12065,5207,5751,4988,2.37,2.91,25306,19054,6252,464,298,84,4437,916,13609,33872,2.49,5445,11327,2.08
"310M100US31700",31700,"Manchester-Nashua, NH  Metro Area",400721,116046,3560,155466,103959,48270,52008,33936,2.53,3.05,166053,155466,10587,4170,1595,329,2286,2013,103951,279122,2.69,51515,113840,2.21
"310M100US31740",31740,"Manhattan, KS  Metro Area",127081,32718,889,46364,28656,14572,15564,7283,2.52,3.05,51355,46364,4991,2348,612,162,454,1239,22939,59509,2.59,23425,57299,2.45
"310M100US31820",31820,"Manitowoc, WI  Micro Area",81442,22326,607,34013,22367,8965,9582,9409,2.36,2.91,37189,34013,3176,1060,512,98,715,733,25642,63706,2.48,8371,16636,1.99
"310M100US31860",31860,"Mankato-North Mankato, MN  Metro Area",96740,23205,630,36646,22090,9758,10317,7856,2.44,2.95,39075,36646,2429,909,525,94,323,530,24916,64116,2.57,11730,25375,2.16
"310M100US31900",31900,"Mansfield, OH  Metro Area",124475,33019,6533,48921,32510,13008,14616,14254,2.4,2.93,54599,48921,5678,2282,821,203,405,1894,33842,83347,2.46,15079,33865,2.25
"310M100US31920",31920,"Marble Falls, TX  Micro Area",42750,11246,1022,16511,11848,4462,5086,5538,2.53,2.97,20870,16511,4359,440,449,50,2655,739,12348,31113,2.52,4163,10578,2.54
"310M100US31940",31940,"Marinette, WI-MI  Micro Area",65778,16255,858,28448,18450,6774,7339,8906,2.26,2.77,44606,28448,16158,701,601,109,13352,1354,22202,51489,2.32,6246,12834,2.05
"310M100US31980",31980,"Marion, IN  Micro Area",70061,17405,917,27245,18000,6896,8017,8052,2.39,2.89,30443,27245,3198,1214,501,184,159,1113,19062,46524,2.44,8183,18515,2.26
"310M100US32020",32020,"Marion, OH  Micro Area",66501,17093,5259,24691,16837,6853,7856,6721,2.47,2.94,27834,24691,3143,1069,446,122,109,1352,16960,42020,2.48,7731,19024,2.46
"310M100US32060",32060,"Marion-Herrin, IL  Micro Area",66357,17545,1711,27421,17999,7472,8278,7757,2.35,2.88,30359,27421,2938,782,411,163,379,1171,19603,47749,2.44,7818,16738,2.14
"310M100US32100",32100,"Marquette, MI  Micro Area",67077,15381,2041,27538,16664,6442,6886,6870,2.26,2.81,34330,27538,6792,941,350,89,4343,1041,18992,45704,2.41,8546,16616,1.94
"310M100US32140",32140,"Marshall, MN  Micro Area",25857,7063,270,10227,6365,2947,3102,2404,2.42,3.02,11098,10227,871,337,152,44,65,251,6799,17690,2.6,3428,7075,2.06
"310M100US32180",32180,"Marshall, MO  Micro Area",23370,6028,393,8883,5802,2504,2841,2576,2.46,2.98,10117,8883,1234,376,168,39,108,536,6085,15168,2.49,2798,6718,2.4
"310M100US32220",32220,"Marshall, TX  Micro Area",65631,19279,600,24523,17622,7510,8817,6382,2.62,3.1,27704,24523,3181,621,287,129,789,1314,18004,47274,2.63,6519,16994,2.61
"310M100US32260",32260,"Marshalltown, IA  Micro Area",40648,11489,1225,15538,10452,4538,5013,4302,2.53,3.07,16831,15538,1293,360,265,77,81,482,11393,29497,2.59,4145,9776,2.36
"310M100US32270",32270,"Marshfield-Wisconsin Rapids, WI  Micro Area",74749,20189,604,31598,20577,8469,9024,8823,2.34,2.87,34088,31598,2490,799,336,75,568,675,23129,56988,2.46,8469,16870,1.99
"310M100US32280",32280,"Martin, TN  Micro Area",35021,8279,420,13898,8836,3499,4002,3725,2.36,2.88,15495,13898,1597,489,219,108,166,589,9108,21995,2.41,4790,10782,2.25
"310M100US32300",32300,"Martinsville, VA  Micro Area",67972,17199,825,29235,19118,6811,8221,9711,2.29,2.83,33473,29235,4238,1429,613,182,299,1640,20569,47872,2.33,8666,19162,2.21
"310M100US32340",32340,"Maryville, MO  Micro Area",23370,4804,772,8545,4847,2095,2221,2075,2.31,2.9,9524,8545,979,250,96,26,61,539,5232,12934,2.47,3313,6825,2.06
"310M100US32380",32380,"Mason City, IA  Micro Area",51749,13091,681,22522,13935,5624,6027,6452,2.24,2.82,25711,22522,3189,598,380,105,1420,657,16286,38326,2.35,6236,12175,1.95
"310M100US32420",32420,"Mayag�ez, PR  Metro Area",106330,31146,1153,42626,27686,10390,12300,14315,2.45,3.01,50608,42626,7982,1390,814,292,861,4468,25598,63466,2.48,17028,41101,2.41
"310M100US32460",32460,"Mayfield, KY  Micro Area",37121,10331,397,14978,10244,4309,4821,4369,2.44,2.96,16777,14978,1799,398,220,95,154,902,11055,27492,2.49,3923,9081,2.31
"310M100US32500",32500,"Maysville, KY  Micro Area",31360,8732,429,12528,8748,3622,4136,3418,2.47,2.94,14586,12528,2058,484,231,108,425,791,9098,22749,2.5,3430,8174,2.38
"310M100US32540",32540,"McAlester, OK  Micro Area",45837,11216,2229,18012,12187,4666,5606,5730,2.41,2.91,22634,18012,4622,708,277,205,2301,1086,13322,32336,2.43,4690,11068,2.36
"310M100US32580",32580,"McAllen-Edinburg-Mission, TX  Metro Area",774769,307531,5595,216471,179668,100613,117296,51348,3.55,3.94,248287,216471,31816,5234,2774,754,15351,7221,151533,555160,3.66,64938,212627,3.27
"310M100US32620",32620,"McComb, MS  Micro Area",53535,16117,629,20721,14232,5828,7190,6015,2.54,3.1,24496,20721,3775,533,265,57,1052,1827,15209,38383,2.52,5512,14171,2.57
"310M100US32660",32660,"McMinnville, TN  Micro Area",39839,11109,479,15850,10891,4571,5295,4393,2.48,2.97,17821,15850,1971,565,297,96,227,762,11135,27736,2.49,4715,11523,2.44
"310M100US32700",32700,"McPherson, KS  Micro Area",29180,7854,534,11748,7952,3250,3483,3447,2.41,2.94,12721,11748,973,330,171,54,77,324,8634,21771,2.52,3114,6484,2.08
"310M100US32740",32740,"Meadville, PA  Micro Area",88765,23890,1837,35028,23187,9181,10140,10506,2.42,2.95,44686,35028,9658,837,547,170,6491,1548,25816,65311,2.53,9212,19579,2.13
"310M100US32780",32780,"Medford, OR  Metro Area",203206,51509,950,83076,53460,21495,23853,25706,2.4,2.91,90937,83076,7861,2237,1467,296,1516,2172,52045,125100,2.4,31031,74614,2.4
"310M100US32820",32820,"Memphis, TN-MS-AR  Metro Area",1316100,410869,15561,491198,335686,154980,181863,104319,2.63,3.19,550896,491198,59698,29012,8563,1257,2420,17551,314430,837600,2.66,176768,454355,2.57
"310M100US32860",32860,"Menomonie, WI  Micro Area",43857,10509,371,16373,10289,4374,4652,3687,2.47,2.95,17964,16373,1591,422,251,31,450,412,11084,28499,2.57,5289,11943,2.26
"310M100US32900",32900,"Merced, CA  Metro Area",255793,93880,2728,75642,58767,32134,36580,17421,3.32,3.74,83698,75642,8056,3065,1368,297,612,2556,41196,131500,3.19,34446,119397,3.47
"310M100US32940",32940,"Meridian, MS  Micro Area",107449,31729,3151,41743,27946,11852,13942,11658,2.46,3.05,47296,41743,5553,939,380,116,692,3373,28822,71668,2.49,12921,31174,2.41
"310M100US32980",32980,"Merrill, WI  Micro Area",28743,7376,527,12094,8176,3097,3343,3636,2.33,2.81,16784,12094,4690,380,201,25,3736,322,9318,22659,2.43,2776,5524,1.99
"310M100US33020",33020,"Mexico, MO  Micro Area",25529,6857,1682,9590,6386,2734,3045,2856,2.44,2.97,10852,9590,1262,349,212,128,83,478,6823,16934,2.48,2767,6495,2.35
"310M100US33060",33060,"Miami, OK  Micro Area",31848,8788,415,12345,8469,3546,4091,3862,2.5,3.01,14060,12345,1715,301,189,97,295,812,8993,22646,2.52,3352,8234,2.46
"310M100US33100",33100,"Miami-Fort Lauderdale-Pompano Beach, FL  Metro Area",5564635,1547849,43880,2097626,1378108,594299,682449,648126,2.62,3.18,2464417,2097626,366791,87562,45488,8505,153577,67690,1329099,3514926,2.64,768527,1972788,2.57
"310M100US33140",33140,"Michigan City-La Porte, IN  Metro Area",111467,30056,6380,42331,28228,11467,13106,11534,2.48,3,48448,42331,6117,1469,704,213,2249,1432,31173,78309,2.51,11158,26535,2.38
"310M100US33180",33180,"Middlesborough, KY  Micro Area",28691,7495,653,11787,7884,2995,3584,3462,2.35,2.9,13154,11787,1367,375,130,58,103,686,7726,18687,2.42,4061,9052,2.23
"310M100US33220",33220,"Midland, MI  Micro Area",83629,23738,521,33437,22865,9914,10634,8571,2.46,2.96,35960,33437,2523,502,469,153,665,679,25774,66412,2.58,7663,15945,2.08
"310M100US33260",33260,"Midland, TX  Metro Area",136872,42129,760,50845,35872,16914,19326,10770,2.66,3.19,54351,50845,3506,1416,589,172,303,929,34992,97903,2.8,15853,37291,2.35
"310M100US33300",33300,"Milledgeville, GA  Micro Area",55149,13415,4240,20129,12556,5030,6051,4880,2.44,2.97,25519,20129,5390,1172,502,116,2180,1366,12455,30580,2.46,7674,18529,2.41
"310M100US33340",33340,"Milwaukee-Waukesha-West Allis, WI  Metro Area",1555908,457632,14188,622087,391117,181067,197216,141782,2.45,3.07,669879,622087,47792,20362,7546,1222,5003,12567,380813,990707,2.6,241274,532114,2.21
"310M100US33380",33380,"Minden, LA  Micro Area",41207,11344,1116,16537,11178,4508,5396,5028,2.42,2.94,19336,16537,2799,543,136,88,444,1552,11704,28124,2.4,4833,11852,2.45
"310M100US33420",33420,"Mineral Wells, TX  Micro Area",28111,7699,247,10871,7602,3007,3582,3278,2.56,3.05,15214,10871,4343,583,244,55,2692,753,7664,19601,2.56,3207,8247,2.57
"310M100US33460",33460,"Minneapolis-St. Paul-Bloomington, MN-WI  Metro Area",3279833,970018,26791,1272677,821127,396707,423465,249700,2.53,3.12,1354973,1272677,82296,29711,17400,3412,13230,16599,908905,2414110,2.66,363772,801668,2.2
"310M100US33500",33500,"Minot, ND  Micro Area",69540,18412,725,28467,17809,8070,8528,6655,2.34,2.93,31078,28467,2611,476,226,98,601,1135,18708,46323,2.48,9759,20430,2.09
"310M100US33540",33540,"Missoula, MT  Metro Area",109299,25407,795,45926,25931,11274,12155,9055,2.3,2.88,50106,45926,4180,887,491,83,1983,671,27300,67020,2.45,18626,38645,2.07
"310M100US33580",33580,"Mitchell, SD  Micro Area",22835,5951,372,9341,5685,2552,2700,2564,2.31,2.94,10029,9341,688,200,77,24,103,274,6041,15343,2.54,3300,6203,1.88
"310M100US33620",33620,"Moberly, MO  Micro Area",25414,6609,2128,9342,6259,2753,3113,2511,2.46,2.97,10714,9342,1372,418,189,39,167,549,6601,16635,2.52,2741,6324,2.31
"310M100US33660",33660,"Mobile, AL  Metro Area",412992,124016,3171,158435,108393,46952,55627,39735,2.56,3.11,178196,158435,19761,6733,2934,744,1889,7140,106079,277667,2.62,52356,128517,2.45
"310M100US33700",33700,"Modesto, CA  Metro Area",514453,175515,3370,165180,124032,62458,71534,39905,3.08,3.52,179503,165180,14323,6095,2795,635,774,3764,99364,301520,3.03,65816,206628,3.14
"310M100US33740",33740,"Monroe, LA  Metro Area",176441,52602,3839,67835,45789,20484,23957,16576,2.51,3.07,75827,67835,7992,2345,616,177,1354,3399,43061,109129,2.53,24774,61363,2.48
"310M100US33780",33780,"Monroe, MI  Metro Area",152021,46794,715,58230,41826,17548,19539,14466,2.59,3.05,62971,58230,4741,1578,1141,274,426,1252,46496,123401,2.65,11734,27158,2.31
"310M100US33820",33820,"Monroe, WI  Micro Area",36842,10378,329,14866,10172,4457,4781,3775,2.45,2.94,15856,14866,990,231,189,46,269,238,11192,28584,2.55,3674,7853,2.14
"310M100US33860",33860,"Montgomery, AL  Metro Area",374536,109133,10987,142855,97014,43295,50267,33519,2.52,3.07,161573,142855,18718,6659,2541,432,2700,6104,95822,243437,2.54,47033,115983,2.47
"310M100US33940",33940,"Montrose, CO  Micro Area",41276,11362,337,16484,11461,4655,5149,5121,2.47,2.97,18250,16484,1766,399,335,64,486,456,11925,29336,2.46,4559,11398,2.5
"310M100US33980",33980,"Morehead City, NC  Micro Area",66469,15223,829,28870,19007,6580,7500,9040,2.27,2.75,48179,28870,19309,1740,850,146,15402,1102,20602,47172,2.29,8268,18310,2.21
"310M100US34020",34020,"Morgan City, LA  Micro Area",54650,16156,753,20457,14179,5999,7392,5216,2.63,3.15,23028,20457,2571,624,148,94,542,1122,14354,38350,2.67,6103,15432,2.53
"310M100US34060",34060,"Morgantown, WV  Metro Area",129709,26789,4031,52672,29070,11291,12481,10855,2.28,2.86,58335,52672,5663,1456,607,202,1498,1824,32679,79569,2.43,19993,40500,2.03
"310M100US34100",34100,"Morristown, TN  Metro Area",136608,36292,1469,53453,38043,14796,17328,15649,2.51,2.95,61356,53453,7903,1557,1179,279,2310,2524,39279,97901,2.49,14174,36044,2.54
"310M100US34140",34140,"Moscow, ID  Micro Area",37244,7862,192,14708,8241,3504,3694,2737,2.32,2.89,15988,14708,1280,444,149,39,189,422,8265,20509,2.48,6443,13649,2.12
"310M100US34180",34180,"Moses Lake, WA  Micro Area",89120,29535,542,30041,21800,10957,12210,7443,2.93,3.4,35083,30041,5042,948,401,52,2688,925,18831,53071,2.82,11210,34804,3.1
"310M100US34220",34220,"Moultrie, GA  Micro Area",45498,14000,672,16317,11696,5470,6351,4271,2.73,3.21,18311,16317,1994,567,181,104,212,906,10319,27731,2.69,5998,16762,2.79
"310M100US34260",34260,"Mountain Home, AR  Micro Area",41513,8751,421,18748,12365,3707,4180,8011,2.18,2.66,22580,18748,3832,491,495,87,2072,663,14328,31267,2.18,4420,9651,2.18
"310M100US34300",34300,"Mountain Home, ID  Micro Area",27038,8225,165,10140,7135,3631,3912,2010,2.6,3.11,12162,10140,2022,564,229,42,663,499,6185,16248,2.63,3955,10158,2.57
"310M100US34340",34340,"Mount Airy, NC  Micro Area",73673,20503,676,29914,20693,8463,9458,8824,2.43,2.95,33667,29914,3753,894,460,139,537,1686,21746,53650,2.47,8168,19153,2.34
"310M100US34380",34380,"Mount Pleasant, MI  Micro Area",70311,14728,480,25586,13762,5957,6518,4791,2.49,2.96,28381,25586,2795,694,299,99,973,682,14871,38223,2.57,10715,25548,2.38
"310M100US34420",34420,"Mount Pleasant, TX  Micro Area",32334,10840,257,10813,8154,4031,4654,2650,2.96,3.44,12054,10813,1241,399,140,45,228,414,7483,22490,3.01,3330,9487,2.85
"310M100US34460",34460,"Mount Sterling, KY  Micro Area",44396,12073,485,17462,12186,5081,5994,4434,2.5,2.97,20848,17462,3386,508,373,113,1112,1255,12484,31638,2.53,4978,12068,2.42
"310M100US34500",34500,"Mount Vernon, IL  Micro Area",47284,12428,2236,18854,12516,5050,5667,5679,2.38,2.92,21058,18854,2204,403,250,106,258,1165,13964,34490,2.47,4890,10474,2.14
"310M100US34540",34540,"Mount Vernon, OH  Micro Area",60921,17260,573,22607,15693,6677,7315,6193,2.54,3.04,25118,22607,2511,536,335,69,874,662,16390,42816,2.61,6217,14620,2.35
"310M100US34580",34580,"Mount Vernon-Anacortes, WA  Metro Area",116901,31478,650,45557,30656,12550,14027,13424,2.53,3.01,51473,45557,5916,931,820,141,2910,1025,30956,77395,2.5,14601,37882,2.59
"310M100US34620",34620,"Muncie, IN  Metro Area",117671,27524,1541,46516,27956,11198,12644,12064,2.34,2.87,52357,46516,5841,1969,949,289,201,2372,29918,71452,2.39,16598,37389,2.25
"310M100US34660",34660,"Murray, KY  Micro Area",37191,7930,401,15530,9018,3497,3851,3940,2.2,2.81,18065,15530,2535,633,224,106,794,729,9715,22843,2.35,5815,11396,1.96
"310M100US34700",34700,"Muscatine, IA  Micro Area",54132,15860,560,20758,14524,6479,7161,5232,2.58,3.05,22912,20758,2154,597,314,98,462,652,15674,41301,2.64,5084,12162,2.39
"310M100US34740",34740,"Muskegon-Norton Shores, MI  Metro Area",172188,50883,4928,65616,44707,19717,22144,16834,2.53,3.03,73561,65616,7945,1953,1414,361,2004,2109,49278,127012,2.58,16338,38831,2.38
"310M100US34780",34780,"Muskogee, OK  Micro Area",70990,19378,2769,27054,18296,7773,9036,7561,2.49,3.03,30908,27054,3854,926,419,165,196,2096,18089,46138,2.55,8965,21326,2.38
"310M100US34820",34820,"Myrtle Beach-North Myrtle Beach-Conway, SC  Metro Area",269291,63763,1483,112225,72254,26523,30625,33131,2.37,2.84,185992,112225,73767,14732,3983,524,49862,4242,76997,179211,2.33,35228,87128,2.47
"310M100US34860",34860,"Nacogdoches, TX  Micro Area",64524,16943,739,23861,15026,6637,7560,5466,2.49,3.11,27406,23861,3545,1155,197,135,726,1298,13966,36494,2.61,9895,22886,2.31
"310M100US34900",34900,"Napa, CA  Metro Area",136484,38266,2855,48876,33053,14904,16497,14328,2.69,3.23,54759,48876,5883,1393,743,185,2322,1154,30597,80285,2.62,18279,51281,2.81
"310M100US34940",34940,"Naples-Marco Island, FL  Metro Area",321520,72423,1980,133179,89276,29439,32882,57241,2.38,2.84,197298,133179,64119,7511,5533,788,44500,5288,96159,218002,2.27,37020,98972,2.67
"310M100US34980",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area",1589934,448158,17732,615374,406490,187810,209674,124533,2.52,3.07,667655,615374,52281,20645,11503,1939,3795,13543,411633,1071832,2.6,203741,479648,2.35
"310M100US35020",35020,"Natchez, MS-LA  Micro Area",53119,14720,3763,20256,13392,5322,6596,6066,2.43,3.02,24039,20256,3783,554,264,74,1319,1514,14149,34421,2.43,6107,14893,2.44
"310M100US35060",35060,"Natchitoches, LA  Micro Area",39566,10943,721,15614,9834,4330,5057,3883,2.39,3.01,18587,15614,2973,689,101,25,960,1146,9628,23735,2.47,5986,13641,2.28
"310M100US35100",35100,"New Bern, NC  Micro Area",126802,32955,2516,49956,34744,13934,15947,14378,2.42,2.9,57374,49956,7418,1762,1040,220,2016,2257,33789,81247,2.4,16167,39820,2.46
"310M100US35140",35140,"Newberry, SC  Micro Area",37508,10192,389,14709,10129,3980,4715,4297,2.47,2.97,17922,14709,3213,485,261,108,1249,1082,10667,26152,2.45,4042,10188,2.52
"310M100US35220",35220,"New Castle, IN  Micro Area",49462,12997,2928,19077,13020,5201,5944,5675,2.43,2.94,21288,19077,2211,667,368,203,108,839,14055,34790,2.48,5022,11656,2.32
"310M100US35260",35260,"New Castle, PA  Micro Area",91108,25233,976,37126,24852,9336,10477,12207,2.39,2.94,40975,37126,3849,1139,717,263,469,1205,27967,69805,2.5,9159,19064,2.08
"310M100US35300",35300,"New Haven-Milford, CT  Metro Area",862477,248015,10313,334502,215749,95930,106089,89669,2.49,3.09,362004,334502,27502,11073,3810,946,4342,6803,212169,556751,2.62,122333,276528,2.26
"310M100US35340",35340,"New Iberia, LA  Micro Area",73240,23419,843,26778,19118,8695,10388,6506,2.7,3.19,29698,26778,2920,931,260,148,253,1274,18995,51895,2.73,7783,20401,2.62
"310M100US35380",35380,"New Orleans-Metairie-Kenner, LA  Metro Area",1167764,336100,10698,455146,294251,126543,149362,106595,2.52,3.11,538239,455146,83093,28124,8484,2626,8215,34575,288234,755340,2.62,166912,393045,2.35
"310M100US35420",35420,"New Philadelphia-Dover, OH  Micro Area",92582,26197,1060,36965,25318,10264,11294,10576,2.47,2.97,40206,36965,3241,979,496,184,449,1093,26688,67489,2.53,10277,23843,2.32
"310M100US35460",35460,"Newport, TN  Micro Area",35662,9019,226,14788,10057,3634,4438,4460,2.39,2.87,17459,14788,2671,434,236,85,746,1139,10661,25633,2.4,4127,9735,2.36
"310M100US35500",35500,"Newton, IA  Micro Area",36842,9777,1489,14806,10080,4129,4434,4253,2.38,2.88,16181,14806,1375,449,310,93,100,410,11102,27237,2.45,3704,7957,2.15
"310M100US35580",35580,"New Ulm, MN  Micro Area",25893,6807,339,10782,6976,2764,2906,3325,2.3,2.87,11493,10782,711,223,104,36,62,269,8512,20714,2.43,2270,4068,1.79
"310M100US35620",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA  Metro Area",18897109,5698013,167116,6918950,4550781,2079006,2325288,1830854,2.67,3.3,7527752,6918950,608802,189744,72291,16931,177550,140958,3532107,10034532,2.84,3386843,8467808,2.5
"310M100US35660",35660,"Niles-Benton Harbor, MI  Metro Area",156813,43687,1467,63054,41585,16750,19011,18128,2.43,2.98,76922,63054,13868,2334,1379,282,7204,2558,45063,111336,2.47,17991,41950,2.33
"310M100US35700",35700,"Nogales, AZ  Micro Area",47420,16557,107,15437,11992,5982,7034,4555,3.05,3.51,18010,15437,2573,654,383,50,756,710,10428,32426,3.11,5009,14610,2.92
"310M100US35740",35740,"Norfolk, NE  Micro Area",48271,13737,763,19237,12690,5788,6167,4875,2.45,3.01,20869,19237,1632,500,223,59,106,714,13354,34234,2.56,5883,12850,2.18
"310M100US35820",35820,"North Platte, NE  Micro Area",37590,10484,392,15561,10145,4520,4869,4097,2.37,2.94,17261,15561,1700,450,179,52,418,575,10506,26243,2.5,5055,10705,2.12
"310M100US35840",35840,"North Port-Bradenton-Sarasota, FL  Metro Area",702281,149806,6252,311475,195101,60731,68638,133484,2.22,2.74,401103,311475,89628,15029,9693,1664,50479,12047,228577,495542,2.17,82898,196300,2.37
"310M100US35860",35860,"North Vernon, IN  Micro Area",28525,8332,231,10680,7733,3338,3926,2610,2.64,3.06,12069,10680,1389,298,192,37,286,566,8195,21927,2.68,2485,6300,2.54
"310M100US35900",35900,"North Wilkesboro, NC  Micro Area",69340,18263,872,28360,19683,7590,8648,8450,2.41,2.89,33065,28360,4705,1031,365,126,1222,1906,21103,51262,2.43,7257,17111,2.36
"310M100US35940",35940,"Norwalk, OH  Micro Area",59626,18195,461,22820,16141,7140,7992,5771,2.59,3.05,25196,22820,2376,820,396,98,246,791,16181,42607,2.63,6639,16441,2.48
"310M100US35980",35980,"Norwich-New London, CT  Metro Area",274055,73395,5482,107057,69862,30528,33469,28022,2.44,2.98,120994,107057,13937,3710,1519,368,5748,2379,72518,184814,2.55,34539,76459,2.21
"310M100US36020",36020,"Oak Harbor, WA  Micro Area",78506,19007,325,32746,22156,8238,8932,10033,2.35,2.81,40234,32746,7488,917,715,91,4687,980,23231,54506,2.35,9515,22534,2.37
"310M100US36060",36060,"Oak Hill, WV  Micro Area",46039,11523,1432,18813,12459,4540,5372,5755,2.35,2.87,21618,18813,2805,484,202,131,453,1505,14281,34247,2.4,4532,9952,2.2
